caption,url,helsinki_translation,madlad_translation,phi_translation,dataset_similarity,similarity_helsinki,similarity_madlad,similarity_phi
"""The CD """"   Sounds of the Osa   """" was officially released. Documenting sounds from a Costa Rican rainforest. The audio was recorded a year ago, with Dubway's   Al Houghton   consulting on location, and subsequently mastering to create """"a window to incredible biodiversity by taking the listener through an audio experience of an entire day on the Osa Peninsula."""" Birds, bugs, frogs, and thunder…""",https://images.squarespace-cdn.com/content/53028825e4b095e2b3b812d3/1423249113937-U9QKM8Y34UBOEFP9Y5NZ/A-Day-In-the-Osa.jpg?content-type=image%2Fjpeg,"""The CD """" Sounds of the Osa """" è stato rilasciato ufficialmente. Documentare suoni da una foresta pluviale del Costa Rica. L'audio è stato registrato un anno fa, con la consulenza di Dubway Al Houghton sul luogo, e successivamente masterizzare per creare """"una finestra all'incredibile biodiversità portando l'ascoltatore attraverso un'esperienza audio di un'intera giornata sulla Penisola di Osa.""""Uccelli, insetti, rane e tuoni...""","""Il CD ""Suoni dell'Osa"" è stato ufficialmente rilasciato, documentando i suoni di una foresta pluviale costaricana. L'audio è stato registrato un anno fa, con Al Houghton di Dubway che si è consultato sulla location, e successivamente masterizzato per creare ""una finestra sull'incredibile biodiversità portando l'ascoltatore attraverso un'esperienza audio di un'intera giornata sulla penisola di Osa"".","""La cassetta 'Sounds of the Osa' è stata ufficialmente rilasciata. Documenta suoni da un rainforest Costa Ricano. Il suono è stato registrato un anno fa, con la consulenza di Al Houghton sul posto, e successivamente masterizzato per creare ""una finestra al incredibile biodiversità"" portando il ascoltatore attraverso un'esperienza uditiva di un'intera giornata sull'Osa Peninsula. Vole, insetti, rospi, e fulmini...""",0.4100230932235718,0.48825934529304504,0.40430647134780884,0.4447958469390869
JGZ-3635H CNC High Speed Angle Steel Drilling Machine,https://i.bosscdn.com/product/d5/24/54/37bac86269406655527e80feba.jpg@4e_360w_360h.src,JGZ-3635H Macchina di foratura ad angolo ad alta velocità CNC,Perforatrice ad angolo ad alta velocità JGZ-3635H CNC,'JGZ-3635H CNC High Speed Angle Steel Drilling Machine',0.303098201751709,0.6395338773727417,0.675081193447113,0.6933850646018982
"A vast view of a an upscale residential community on Dubai, UAE.",https://static1.bigstockphoto.com/7/0/2/large2/207887200.jpg,"Una vasta vista di una comunità residenziale di lusso su Dubai, Emirati Arabi Uniti.","Una vasta vista di una comunità residenziale di lusso a Dubai, UAE.","Un'ampia vista di una comunità residenziale di lusso a Dubai, UAE.",0.3513830304145813,0.5163664221763611,0.5019723773002625,0.49150824546813965
"Ramona Tariuc, Tax Director, Deloitte Romania",https://www.curierulnational.ro/wp-content/uploads/2019/09/Ramona-Tariuc-Tax-Director-Deloitte-Romania-260x195.jpg,"Ramona Tariuc, direttrice fiscale di Deloitte Romania","Ramona Tariuc, Direttore fiscale, Deloitte Romania","Ramona Tariuc, Direttrice dei Tributi, Deloitte Romania",0.3124053478240967,0.6240841746330261,0.5999902486801147,0.574996829032898
Unity Object Snapping Tool,https://dzamqefpotdvf.cloudfront.net/p/images/d233db05-5db1-4dd6-9847-fac6ef7b9da7,Strumento Snapping dell'oggetto di unità,Strumento di Snapping di Unity Object,'Unità Strumento di Sgancio degli oggetti',0.309241384267807,0.3638334572315216,0.42690354585647583,0.172355517745018
Sam Taylor-Wood Quotes 1416795,https://quotessayings.net/pics/sam-taylor-wood-quote-1416795.jpg,Citazioni di Sam Taylor-Wood 1416795,Citazioni di Sam Taylor-Wood 1416795,"""Sono bravo a tenere segreti"" - Autore: Sam Taylor-Wood",0.3529733717441559,0.3422729969024658,0.3422729969024658,0.40090176463127136
"Southern Province CCPC Investigator, Chipapa Matyola loading seized expired drinks from some shop at Sinazeze Market in Sinazongwe District.- Picture by Hanford Chaaba.)",https://i2.wp.com/www.lusakatimes.com/wp-content/uploads/2016/04/DSC02501.jpg?resize=650%2C433&ssl=1,"Southern Province CCPC Investigatore, Chipapa Matyola carico sequestrato bevande scadute da qualche negozio al Sinazezeze Market nel Distretto di Sinazongwe.- Immagine di Hanford Chaaba.)","L’investigatore della CCPC della provincia meridionale, Chipapa Matyola, carica bevande scadute sequestrate da un negozio al mercato di Sinazeze nel distretto di Sinazongwe.- Foto di Hanford Chaaba.)","Investigatore CCPC del Sud, Chipapa Matyola carica bevande vietate da consumo da una bottega in un mercato di Sinazongwe nel distretto di Sinazeze.",0.35318270325660706,0.51059889793396,0.5474830865859985,0.5202630758285522
WATCH: WestJet's Christmas Miracle May Melt Your,https://img.huffingtonpost.com/asset/5cd9d70b24000059007eba07.jpeg?ops=250_140,OROLOGIO: Miracolo di Natale di WestJet può sciogliere il vostro,Guarda: WestJet's Natale Miracolo può sciogliere il vostro,Guardia di frontiera: 'Mirabile Sanae: Il miracolo di Natale di WestJet potrebbe far sciogliere la tua',0.30264678597450256,0.3192342221736908,0.5133147239685059,0.39242997765541077
The Sri Ram School,https://www.worldblaze.in/wp-content/uploads/2015/05/The-Sri-Ram-School-270x150.jpg,La scuola Sri Ram,La scuola Sri Ram,'La Scuola Sri Ram',0.3016357719898224,0.5551338195800781,0.5551338195800781,0.49276575446128845
Flag of Lebanon. Rectangular Shape with Rounded Corners. This Flag is One of a Series of Glass Buttons,https://thumb1.shutterstock.com/image-photo/stock-vector-flag-of-lebanon-rectangular-shape-with-rounded-corners-this-flag-is-one-of-a-series-of-glass-450w-335984528.jpg,Bandiera del Libano. Forma rettangolare con angoli arrotondati. Questa bandiera è uno di una serie di pulsanti di vetro,Bandiera del Libano. Forma rettangolare con angoli arrotondati. Questa bandiera è una serie di pulsanti di vetro,Flagge del Libano. Forma rettangolare con angoli arrotondati. Questo simbolo è uno dei simboli di bottone di vetro.,0.400608628988266,0.5121008157730103,0.5253802537918091,0.3968074321746826
Welcome Furniture Sherwood 6 Drawer Midi Chest - Maple,http://tesco.scene7.com/is/image/tesco/320-7698_PI_1000015MN?wid=170&hei=170&$Offers$,Welcome Mobili Sherwood 6 cassettiere Midi Cassettiera - acero,Benvenuti Furniture Sherwood Cassettiera a 6 Cassetti - Acero,Welcome Furniture Sherwood 6 Drawer Midi Chest - Maple,0.311816930770874,0.583204448223114,0.5823104977607727,0.2964572310447693
Celestial Seasonings Devonshire English Breakfast Black,https://officedepot.scene7.com/is/image/officedepot/132163_p_mainimage?$OD-Large$&amp;wid=450&amp;hei=450,Condimenti Celestiali Devonshire English Breakfast Black,Celestial Seasonings Devonshire Colazione Inglese Nero,"La caverna delle seasonings celesti di Devonshire, un'English Breakfast di colore nero.",0.4175395369529724,0.5660556554794312,0.5587600469589233,0.36148926615715027
The Balanced Writer,https://3.bp.blogspot.com/-BRO4Gyo0gGw/WOwUz3Fl3dI/AAAAAAAAEW4/YQlziQXwZskpKoAgtRv2eXokT8sYZTB7QCK4B/s900/Blog2017new7.jpg,Lo scrittore bilanciato,Lo scrittore equilibrato,Il scrittore bilanciato,0.32401278614997864,0.5436739325523376,0.532181978225708,0.47958287596702576
hipster baby,https://i.pinimg.com/236x/9b/6a/18/9b6a184c5d809a3afde15efc36be84c3--hipster-baby-names-hipster-babies.jpg,hipster baby,Hipster bambino di moda,'bambino hipster',0.30762335658073425,0.4126129150390625,0.4389694333076477,0.512031078338623
Learn Mandarin Chinese for Kids - Bilingual Child Blocks Game screenshot-3,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/c4/fe/36/c4fe3652-b914-92be-6bd2-0a89a8afb902/mzl.kdumzmbk.png/750x750bb.jpeg,Impara il cinese mandarino per bambini - Blocchi bilinguali Schermata di gioco-3,Imparare il cinese mandarino per i bambini - Bilingui Bambino Blocchi Gioco screenshot-3,Immagine di una scena del gioco 'Apprendere il cinese mandarino per bambini - Giochi di blocchi per bambini',0.3042564392089844,0.5773446559906006,0.5832028985023499,0.4372135400772095
TNF Medium Grey Heather,https://scheels.scene7.com/is/image/Scheels/19339559335?wid=400&hei=400&qlt=50,TNF media grigio Heather,TNF Medium Grey Heather,'THE NORTH FACE Medium Grey Heather',0.34258833527565,0.4370400905609131,0.20963583886623383,0.2726907730102539
save the date postcards templates free free printable save the date postcard templates diy style,http://tse2.mm.bing.net/th?id=OIP.6hbkmGWL5MKyyTLbaMrJtgHaIk,salva la data modelli cartoline gratis stampabile salva la data modelli cartolina stile diy,Salva la data di stampare i modelli di cartoline gratis Salva la data di stampare i modelli di cartoline gratis,"""Save the Date Postcards Templates Free Printable""",0.3114151954650879,0.446816623210907,0.42132681608200073,0.48336100578308105
Someone in Brooklyn Loves Me Snowglobe Ornament,https://cdn.shopify.com/s/files/1/0220/6662/products/lovesme_ornament_large.png?v=1421188655,Qualcuno a Brooklyn mi ama Snowglobe Ornament,Qualcuno a Brooklyn mi ama Snowglobe Ornamento,Qualcuno in Brooklyn mi ama come ornamento di neve.,0.37045997381210327,0.49627766013145447,0.556453287601471,0.4968583285808563
Light-skinned woman with a blue sweatshirt and hair in a ponytail collecting moss and lichen specimens in a basket,http://i3.createsend1.com/ei/d/06/A5F/5E4/063227/csfinal/Screenshot2018-05-01at9.54.04AM.png,Donna dalla pelle chiara con una felpa blu e capelli in una coda di cavallo che raccoglie muschio ed esemplari di lichene in un cesto,Donna dalla pelle chiara con una felpa blu e capelli in una coda di cavallo che raccoglie muschio e licheni in un cestino,Una donna con pelle chiara indossa un maglietta a maniche lunghe e ha i capelli in una coda che raccoglie foglie di marea e lichene in un cesto.,0.3286779820919037,0.5495908260345459,0.5684215426445007,0.7112851738929749
Combination Distressed Linen Jacket,https://cdn.shopify.com/s/files/1/1529/2883/products/02.27.19152192_SHOT_46_480x480.jpg?v=1551728036,Giacca in lino Combinazione Distressed,Giacca in lino con stampa,Combinazione Tessuto Lino Distaccato,0.31371641159057617,0.5484812259674072,0.5587466955184937,0.4999530017375946
"Thomas OBrien Dixon 21 inch 40 watt Antique Brass with Bronze Decorative Table Lamp Portable Light in (None), Hand-Rubbed Antique Brass, Natural Paper",https://media.lightingnewyork.com/vendors/vcm/thumb/TOB3032HABBZNP.jpg,"Thomas OBrien Dixon 21 pollici 40 watt Ottone antico con Bronzo Decorativo Lampada da tavolo Lampada portatile in (Nessuno), Ottone Antico Lavato a mano, Carta Naturale","Thomas OBrien Dixon 21 pollici 40 watt ottone antico con bronzo lampada da tavolo decorativa portatile luce in (nessuno), mano strofinato ottone antico, carta naturale","Thomas O'Brien Dixon 21 inch 40 watt Antique Brass with Bronze Decorative Table Lamp Portable Light in (None), Hand-Rubbed Antique Brass, Natural Paper",0.3400079607963562,0.6201112270355225,0.6178818941116333,0.5748553276062012
"Arkansas Reports: Cases Determined In The Supreme Court Of The State Of Arkansas, At The ..., Volume 109",http://ecx.images-amazon.com/images/I/41PbAk8T5DL.jpg,"Arkansas Reports: Casi determinati nella Corte Suprema dello Stato dell'Arkansas, Al ..., Volume 109","Il caso è stato risolto dalla Corte Suprema dello Stato dell'Arkansas, che ha condannato il rapper a 10 anni di carcere.","""Arkansas Reports: Cases Determined In The Supreme Court Of The State Of Arkansas, At The..., Volume 109""",0.39009368419647217,0.4089234471321106,0.2510758340358734,0.37083685398101807
Grasshopper Warbler in bush,https://10000birds.com/wp-content/uploads/Grasshopper-Warbler-in-bush-300x213.jpg,Grasshopper Warbler in cespuglio,Grasshopper Warbler in bush,"In italiano, la traduzione della descrizione completa è: 'Cantore del grillo in un cespuglio'.",0.325528085231781,0.3804989159107208,0.1952710598707199,0.2754989564418793
Freshman Juniors' Off-The-Shoulder Fuzzy Sweater Beige Size 2 Extra Large,https://ak1.ostkcdn.com/images/products/is/images/direct/49ded987620ca2c8270d8264e7b5f26d18e25a90/Freshman-Juniors%27-Off-The-Shoulder-Fuzzy-Sweater-Brown-Size-X-Large.jpg?imwidth=480&impolicy=medium,Juniors' Off-The-Shoulder Fuzzy Maglione Beige Taglia 2 Extra Large,Maglione fuzzy off-the-shoulder per ragazzi Freshman Beige taglia 2 Extra Large,Il sweater invernale di prima media in maglia beige di taglia extra grande.,0.3325517177581787,0.6410347819328308,0.5954189896583557,0.45929619669914246
The Art Book,https://books.google.com/books/content?id=ztWxDAEACAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Il libro d'arte,Il libro d'arte,'Il libro dell'arte',0.31189894676208496,0.5695927739143372,0.5695927739143372,0.4958339333534241
Sins of Solar Empire Rebellion PC Version Game Free Download,https://gamingdebates.com/wp-content/uploads/2020/10/dishonored-2-download-pc-3-80x80.png?v=1604075097,Sins of Solar Empire Rebellion PC Version Gioco Scaricare gratis,Scaricare Sins of Solar Empire Rebellion - Versione PC gratis,Sins of Solar Empire Rebellion PC Version Game Free Download,0.31129366159439087,0.6813936233520508,0.6143460869789124,0.666017472743988
tommy bahama dress shirts,https://images-na.ssl-images-amazon.com/images/I/91H0G9c4IRS._AC_UL1500_.jpg,camicie abito tommy bahama,Camicie di Tommy Bahama,Tommy Bahama Dress Shirts,0.3085319697856903,0.5937439203262329,0.5470643043518066,0.5153937339782715
Shanxi Black Flamed Finish Granite Floor Tile Exterior,https://sc01.alicdn.com/kf/HTB1cfR2KpXXXXciXFXXq6xXFXXXu/Shanxi-Black-Flamed-Finish-Granite-Floor-Tile.jpg_350x350.jpg,Shanxi Black Flamed Finitura Granito Piastrelle Piano Esterno,Shanxi Nero Flamed Finitura Pavimento In Granito Esterno,Il tappeto in granito di Shanxi con finitura di fiamma nera è destinato all'uso esterno.,0.3213748633861542,0.6227166056632996,0.5814502239227295,0.43848973512649536
"Vera da Silva has spent more than two decades documenting botos. In the process, she has created the most detailed dataset of Amazon river dolphin populations in existence. Photo Jonne Roriz / AMPA",https://www.earthisland.org/images/uploads/VeraDolphinNet.jpg,"Vera da Silva ha trascorso più di due decenni documentando botos. Nel processo, ha creato il set di dati più dettagliato delle popolazioni di delfini del fiume Amazon esistenti. Foto Jonne Roriz / AMPA","Vera da Silva ha trascorso più di vent’anni a documentare i botos, creando il più dettagliato database di popolazioni di delfini del Rio delle Amazzoni. Foto Jonne Roriz / AMPA","Vera da Silva ha dedicato più di due decenni alla documentazione dei botos. Nel processo, ha creato la più dettagliata raccolta di dati sui populationi di delfini della Amazzonia in esistenza. Fotografo: Jonne Roriz / AMPA",0.30084100365638733,0.4147000014781952,0.3714495301246643,0.34528735280036926
"Lake Tahoe, Nevada - Nevada is filled with things to do and see from the iconic Hoover Dam to the famous Las Vegas Strip. Here are 7 of the best attractions in Nevada.",https://i.pinimg.com/236x/07/23/a1/0723a1574dc71af99aecb7d58b383564--lake-tahoe-nevada-reno-things-to-do-in.jpg,"Lago Tahoe, Nevada - Nevada è pieno di cose da fare e vedere dall'iconica diga Hoover alla famosa striscia di Las Vegas. Qui ci sono 7 delle migliori attrazioni del Nevada.","Lake Tahoe, Nevada - Il Nevada è pieno di cose da fare e da vedere, dalla famosa diga Hoover alla famosa Las Vegas Strip, ecco 7 delle migliori attrazioni del Nevada.","Lago di Tahoe, Nevada - Nevada è piena di cose da fare e vedere, dal famoso Dammen di Hoover a la famosa strada che porta a Las Vegas. Ecco 7 delle migliori attrazioni in Nevada.",0.3218745291233063,0.5294739007949829,0.5171071290969849,0.5359020829200745
Gallery Image,http://bright-media.brightmls.com/bright/images/0000/3005/3611/8241/300536118241_1440_1080_WM_81mT6h_CZg4sB1Ol.jpg,Galleria Immagine,Gallery Image 1,Traslato in italiano la didascalia dell'immagine: 'Immagine della galleria',0.28023070096969604,0.1399075835943222,0.13112665712833405,0.08930063247680664
Canon PIXMA MX860 printer Getting Started for Mac User Guide Manual O401823,https://i.ebayimg.com/thumbs/images/g/ph4AAOSwX~dWmxfp/s-l225.jpg,Canon PIXMA MX860 stampante introduttiva per Mac Manuale Guida utente O401823,Guida introduttiva per Mac alla stampante Canon PIXMA MX860 Manuale dell'utente O401823,Canon PIXMA MX860 Printer: Guida all'inizio per gli utenti Mac,0.35515984892845154,0.5128482580184937,0.48613810539245605,0.5539889335632324
"Waterfront Tea Room, Bourton On The Water",https://photos.smugmug.com/Pubs-Clubs-Restaurants-etc/i-cLXHwPj/1/99f75371/S/Waterfront%20Tearooms-S.jpg,"Waterfront Tea Room, Bourton On The Water","Waterfront Tea Room, Bourton-on-the-Water Recensione","'Tea Room del Lago, Bourton Upon The Water'",0.3165567219257355,0.02279137261211872,-0.03030235692858696,0.07957296818494797
Political Economy and Growth,https://image.slideserve.com/111678/slide1-l.jpg,Economia politica e crescita,Economia politica e crescita,Politica Economia e Sviluppo,0.3555721342563629,0.5460248589515686,0.5460248589515686,0.5850933790206909
DIY ideas for an enchanting mini garden.,https://refreshrestyle.com/wp-content/uploads/2015/02/refreshrestyle1202-184x320.jpg,Idee fai da te per un incantevole mini giardino.,Idee fai da te per un incantevole mini giardino.,Idee divertiti per un orto mini adorabile.,0.3142370581626892,0.5890560746192932,0.5890560746192932,0.6035908460617065
